업종명,종목명,number
건축자재,노루페인트우,289
건축자재,강남제비스코,289
건축자재,성신양회,289
건축자재,동양우,289
건축자재,고려시멘트,289
건축자재,유니온,289
건축자재,삼표시멘트,289
건축자재,동양,289
건축자재,한일현대시멘트,289
건축자재,성신양회우,289
건축자재,노루홀딩스,289
건축자재,서산,289
건축자재,다스코,289
건축자재,보광산업,289
건축자재,삼화페인트,289
건축자재,모헨즈,289
건축자재,중앙디앤엠,289
건축자재,에스와이,289
건축자재,유진기업,289
건축자재,홈센타홀딩스,289
건축자재,SG,289
건축자재,제이엠멀티,289
사무용전자제품,신도리코,338
복합기업,두산,276
복합기업,두산2우B,276
복합기업,두산우,276
복합기업,SK,276
복합기업,삼성물산,276
복합기업,삼성물산우B,276
복합기업,CJ우,276
복합기업,SK우,276
복합기업,효성,276
복합기업,LX홀딩스,276
복합기업,SK네트웍스,276
복합기업,코오롱,276
복합기업,LG,276
복합기업,SK네트웍스우,276
복합기업,LG우,276
복합기업,웅진,276
복합기업,CJ,276
복합기업,코오롱우,276
복합기업,LX홀딩스1우,276
복합기업,CJ4우(전환),276
복합유틸리티,지역난방공사,331
비철금속,삼아알미늄,322
비철금속,현대비앤지스틸,322
비철금속,대창,322
비철금속,조일알미늄,322
비철금속,아이티센,322
비철금속,포스코스틸리온,322
비철금속,DSR,322
비철금속,티플랙스,322
비철금속,피제이메탈,322
비철금속,황금에스티,322
비철금속,제일연마,322
비철금속,풍산홀딩스,322
비철금속,풍산,322
비철금속,고려아연,322
비철금속,코센,322
비철금속,현대비앤지스틸우,322
비철금속,태경산업,322
비철금속,세아메카닉스,322
비철금속,이구산업,322
비철금속,남선알미우,322
비철금속,한창산업,322
비철금속,조선내화,322
비철금속,케이피티유,322
비철금속,서원,322
비철금속,파버나인,322
비철금속,EG,322
비철금속,일야,322
비철금속,대양금속,322
비철금속,디씨엠,322
비철금속,한국내화,322
비철금속,알루코,322
비철금속,남선알미늄,322
비철금속,태경비케이,322
비철금속,국일신동,322
비철금속,대호에이엘,322
비철금속,동국알앤에스,322
비철금속,일진다이아,322
비철금속,삼보산업,322
비철금속,쎄니트,322
다각화된통신서비스,KT,339
다각화된통신서비스,세종텔레콤,339
다각화된통신서비스,인스코비,339
다각화된통신서비스,한국정보통신,339
생명보험,한화,330
생명보험,한화3우B,330
생명보험,삼성생명,330
생명보험,한화우,330
생명보험,동양생명,330
생명보험,한화생명,330
생명보험,미래에셋생명,330
전기유틸리티,한전KPS,325
전기유틸리티,한전기술,325
전기유틸리티,한전산업,325
전기유틸리티,한국전력,325
문구류,삼성출판사,332
문구류,모나미,332
상업서비스와공급품,양지사,324
상업서비스와공급품,자연과환경,324
상업서비스와공급품,고려신용정보,324
상업서비스와공급품,리파인,324
상업서비스와공급품,나이스디앤비,324
상업서비스와공급품,에스원,324
상업서비스와공급품,현대이지웰,324
상업서비스와공급품,효성ITX,324
상업서비스와공급품,제넨바이오,324
상업서비스와공급품,유네코,324
상업서비스와공급품,한국코퍼레이션,324
상업서비스와공급품,한국기업평가,324
상업서비스와공급품,아이마켓코리아,324
상업서비스와공급품,이크레더블,324
상업서비스와공급품,NICE,324
상업서비스와공급품,누리플랜,324
상업서비스와공급품,KTis,324
상업서비스와공급품,KTcs,324
상업서비스와공급품,나이스정보통신,324
상업서비스와공급품,SCI평가정보,324
상업서비스와공급품,NICE평가정보,324
상업서비스와공급품,제이엠아이,324
상업서비스와공급품,사람인에이치알,324
상업서비스와공급품,코엔텍,324
상업서비스와공급품,인선이엔티,324
전기제품,새빗켐,283
전기제품,성일하이텍,283
전기제품,엔켐,283
전기제품,크로바하이텍,283
전기제품,에이치와이티씨,283
전기제품,아비코전자,283
전기제품,엠플러스,283
전기제품,대보마그네틱,283
전기제품,SK아이이테크놀로지,283
전기제품,에스피지,283
전기제품,씨아이에스,283
전기제품,신화콘텍,283
전기제품,피엔티,283
전기제품,비츠로셀,283
전기제품,천보,283
전기제품,이지트로닉스,283
전기제품,LG에너지솔루션,283
전기제품,신흥에스이씨,283
전기제품,명성티엔에스,283
전기제품,두산퓨얼셀1우,283
전기제품,지아이텍,283
전기제품,UCI,283
전기제품,서울전자통신,283
전기제품,두산퓨얼셀2우B,283
전기제품,두산퓨얼셀,283
전기제품,삼성SDI,283
전기제품,에코프로비엠,283
전기제품,성문전자,283
전기제품,뉴인텍,283
전기제품,삼영전자,283
전기제품,엘앤에프,283
전기제품,와이엠텍,283
전기제품,삼화전기,283
전기제품,파워넷,283
전기제품,디에이테크놀로지,283
전기제품,에스퓨얼셀,283
전기제품,에스씨디,283
전기제품,삼성SDI우,283
전기제품,성호전자,283
전기제품,KH,283
전기제품,이노메트리,283
전기제품,원익피앤이,283
전기제품,에이에프더블류,283
전기제품,동양이엔피,283
전기제품,삼화콘덴서,283
전기제품,피에스텍,283
전기제품,성문전자우,283
전기제품,원준,283
전기제품,엔에스,283
담배,KT&G,275
담배,애머릿지,275
건축제품,제일테크노스,320
건축제품,대림B&Co,320
건축제품,윈하이텍,320
건축제품,와토스코리아,320
건축제품,금강공업,320
건축제품,삼목에스폼,320
건축제품,이건홀딩스,320
건축제품,국영지앤엠,320
건축제품,덕신하우징,320
건축제품,베노홀딩스,320
건축제품,대림통상,320
건축제품,TKG애강,320
건축제품,프럼파스트,320
건축제품,금강공업우,320
건축제품,뉴보텍,320
우주항공과국방,한화에어로스페이스,284
우주항공과국방,휴니드,284
우주항공과국방,휴센텍,284
우주항공과국방,어스앤에어로스페이스,284
우주항공과국방,한화시스템,284
우주항공과국방,한국항공우주,284
우주항공과국방,LIG넥스원,284
우주항공과국방,아이쓰리시스템,284
우주항공과국방,빅텍,284
우주항공과국방,퍼스텍,284
우주항공과국방,제노코,284
우주항공과국방,쎄트렉아이,284
우주항공과국방,켄코아에어로스페이스,284
우주항공과국방,아스트,284
우주항공과국방,에이트원,284
우주항공과국방,하이즈항공,284
가정용기기와용품,하츠,298
가정용기기와용품,NPC우,298
가정용기기와용품,NPC,298
가정용기기와용품,쿠쿠홈시스,298
가정용기기와용품,쿠쿠홀딩스,298
가정용기기와용품,코웨이,298
가정용기기와용품,신일전자,298
가정용기기와용품,PN풍년,298
가정용기기와용품,자이글,298
가정용기기와용품,파세코,298
가정용기기와용품,신성델타테크,298
가정용기기와용품,부방,298
가정용기기와용품,피코그램,298
가정용기기와용품,현대그린푸드,298
가정용기기와용품,새로닉스,298
가정용기기와용품,한독크린텍,298
가정용기기와용품,위닉스,298
가정용기기와용품,엔바이오니아,298
가정용기기와용품,위니아,298
가정용기기와용품,경동나비엔,298
가정용기기와용품,유진로봇,298
가정용기기와용품,오텍,298
가정용기기와용품,케이엠,298
가정용기기와용품,에브리봇,298
식품,푸드나무,268
식품,SPC삼립,268
식품,롯데지주우,268
식품,롯데지주,268
식품,오리온,268
식품,팜스코,268
식품,에이치피오,268
식품,사조산업,268
식품,오리온홀딩스,268
식품,우성,268
식품,동원수산,268
식품,남양유업우,268
식품,신라교역,268
식품,롯데제과,268
식품,에스앤디,268
식품,하림지주,268
식품,CJ씨푸드1우,268
식품,동우팜투테이블,268
식품,엠에스씨,268
식품,삼양홀딩스,268
식품,대상홀딩스,268
식품,매일홀딩스,268
식품,대상홀딩스우,268
식품,대상,268
식품,농심홀딩스,268
식품,조흥,268
식품,신라에스지,268
식품,동원F&B,268
식품,사조오양,268
식품,삼양사우,268
식품,삼양홀딩스우,268
식품,남양유업,268
식품,대상우,268
식품,대한제당우,268
식품,풀무원,268
식품,사조대림,268
식품,동원산업,268
식품,오뚜기,268
식품,농심,268
식품,한성기업,268
식품,서울식품,268
식품,크라운제과우,268
식품,체리부로,268
식품,교촌에프앤비,268
식품,대한제당,268
식품,샘표식품,268
식품,매일유업,268
식품,대한제분,268
식품,마니커,268
식품,이지바이오,268
식품,CJ제일제당,268
식품,보락,268
식품,푸드웰,268
식품,서울식품우,268
식품,CJ제일제당,268
식품,동서,268
식품,윙입푸드,268
식품,우리손에프앤지,268
식품,크라운해태홀딩스우,268
식품,크라운제과,268
식품,선진,268
식품,빙그레,268
식품,인산가,268
식품,웰바이오텍,268
식품,CJ씨푸드,268
식품,대주산업,268
식품,미래생명자원,268
식품,한일사료,268
식품,사조씨푸드,268
식품,한국맥널티,268
식품,큐로홀딩스,268
식품,사조동아원,268
식품,팜스토리,268
식품,하림,268
식품,고려산업,268
식품,정다운,268
식품,삼양사,268
식품,한탑,268
식품,이지홀딩스,268
식품,마니커에프앤지,268
식품,카나리아바이오,268
식품,크라운해태홀딩스,268
식품,삼양식품,268
식품,케이씨피드,268
식품,샘표,268
식품,해태제과식품,268
식품,우양,268
식품,HLB글로벌,268
식품,메지온,268
카드,삼성카드,337
부동산,한창,280
부동산,마스턴프리미어리츠,280
부동산,신한알파리츠,280
부동산,한국자산신탁,280
부동산,한국토지신탁,280
부동산,신한서부티엔디리츠,280
부동산,케이탑리츠,280
부동산,이리츠코크렙,280
부동산,SK디앤디,280
부동산,코람코더원리츠,280
부동산,디앤디플랫폼리츠,280
부동산,NH올원리츠,280
부동산,모두투어리츠,280
부동산,미래에셋글로벌리츠,280
부동산,에이리츠,280
부동산,코람코에너지리츠,280
부동산,ESR켄달스퀘어리츠,280
부동산,SK리츠,280
부동산,롯데리츠,280
부동산,NH프라임리츠,280
부동산,제이알글로벌리츠,280
부동산,미래에셋맵스리츠,280
부동산,이지스밸류리츠,280
부동산,이지스레지던스리츠,280
부동산,이스타코,280
운송인프라,선광,296
운송인프라,SG&G,296
운송인프라,맥쿼리인프라,296
운송인프라,서호전기,296
운송인프라,현대무벡스,296
운송인프라,한국공항,296
운송인프라,토탈소프트,296
기타금융,한국캐피탈,319
기타금융,우리종금,319
기타금융,리드코프,319
기타금융,CNH,319
기타금융,글로벌텍스프리,319
기타금융,ES큐브,319
기타금융,메이슨캐피탈,319
기타금융,푸른저축은행,319
종이와목재,깨끗한나라우,318
종이와목재,무림P&P,318
종이와목재,한솔PNS,318
종이와목재,무림SP,318
종이와목재,성창기업지주,318
종이와목재,해성산업1우,318
종이와목재,무림페이퍼,318
종이와목재,페이퍼코리아,318
종이와목재,한솔홀딩스,318
종이와목재,깨끗한나라,318
종이와목재,해성산업,318
종이와목재,한솔제지,318
종이와목재,국일제지,318
종이와목재,영풍제지,318
종이와목재,SUN&L,318
백화점과일반상점,광주신세계,264
백화점과일반상점,이마트,264
백화점과일반상점,롯데쇼핑,264
백화점과일반상점,현대백화점,264
백화점과일반상점,BGF,264
백화점과일반상점,신세계,264
백화점과일반상점,대구백화점,264
백화점과일반상점,GS리테일,264
백화점과일반상점,베뉴지,264
백화점과일반상점,JTC,264
백화점과일반상점,BGF리테일,264
백화점과일반상점,세이브존I&C,264
포장재,승일,311
포장재,삼화왕관,311
포장재,한국수출포장,311
포장재,대영포장,311
포장재,대륙제관,311
포장재,삼륭물산,311
포장재,동원시스템즈우,311
포장재,아세아제지,311
포장재,신대양제지,311
포장재,원림,311
포장재,대양제지,311
포장재,동원시스템즈,311
포장재,태림포장,311
포장재,아세아,311
포장재,삼보판지,311
포장재,펌텍코리아,311
포장재,율촌화학,311
포장재,신풍제지,311
포장재,대림제지,311
포장재,세림B&G,311
포장재,연우,311
포장재,한창제지,311
포장재,삼양패키징,311
포장재,엠투엔,311
포장재,금비,311
포장재,한국팩키지,311
포장재,락앤락,311
포장재,세하,311
해운사,KSS해운,323
해운사,대한해운,323
해운사,태웅로직스,323
해운사,바다로19호,323
해운사,팬오션,323
해운사,HMM,323
해운사,흥아해운,323
해운사,와이엔텍,323
전문소매,위즈코프,328
전문소매,세기상사,328
전문소매,케이카,328
전문소매,위니아에이드,328
전문소매,롯데하이마트,328
전문소매,도이치모터스,328
레저용장비와제품,골프존뉴딘홀딩스,271
레저용장비와제품,손오공,271
레저용장비와제품,오로라,271
레저용장비와제품,알톤스포츠,271
레저용장비와제품,삼천리자전거,271
레저용장비와제품,헝셩그룹,271
레저용장비와제품,이녹스,271
레저용장비와제품,삼익악기,271
레저용장비와제품,블리츠웨이,271
레저용장비와제품,브이씨,271
판매업체,서울옥션,265
판매업체,에프앤리퍼블릭,265
판매업체,쎌마테라퓨틱스,265
판매업체,디에스앤엘,265
판매업체,코오롱티슈진,265
판매업체,YW,265
판매업체,케이옥션,265
판매업체,대명소노시즌,265
판매업체,세우글로벌,265
판매업체,큐렉소,265
판매업체,플레이그램,265
판매업체,한창바이오텍,265
자동차,쌍용차,273
자동차,스마트솔루션즈,273
자동차,현대차,273
자동차,현대차3우B,273
자동차,현대차2우B,273
자동차,엘브이엠씨홀딩스,273
자동차,기아,273
자동차,현대차우,273
자동차,KR모터스,273
화장품,CSA,266
화장품,원익,266
화장품,올리패스,266
화장품,선진뷰티사이언스,266
화장품,현대퓨처넷,266
화장품,아이패밀리에스씨,266
화장품,아모레퍼시픽,266
화장품,코디,266
화장품,협진,266
화장품,코스온,266
화장품,디와이디,266
화장품,본느,266
화장품,휴엠앤씨,266
화장품,아모레G3우(전환),266
화장품,세화피앤씨,266
화장품,글로본,266
화장품,LG생활건강,266
화장품,브이티지엠피,266
화장품,제이준코스메틱,266
화장품,아모레G우,266
화장품,애경산업,266
화장품,코리아나,266
화장품,스킨앤스킨,266
화장품,한국콜마홀딩스,266
화장품,코스맥스,266
화장품,오가닉티코스메틱,266
화장품,코스나인,266
화장품,아모레G,266
화장품,한국콜마,266
화장품,현대바이오랜드,266
화장품,코스메카코리아,266
화장품,아모레퍼시픽우,266
화장품,메디앙스,266
화장품,리더스코스메틱,266
화장품,씨앤씨인터내셔널,266
화장품,한국화장품제조,266
화장품,한국화장품,266
화장품,내츄럴엔도텍,266
화장품,엔에프씨,266
화장품,컬러레이,266
화장품,아우딘퓨쳐스,266
화장품,네오팜,266
화장품,씨티케이,266
화장품,현대바이오,266
화장품,에이블씨엔씨,266
화장품,토니모리,266
화장품,잇츠한불,266
화장품,LG생활건강우,266
화장품,라파스,266
화장품,바른손,266
화장품,잉글우드랩,266
화장품,클리오,266
화장품,제닉,266
화장품,에스디생명공학,266
기타,블루탑,25
기타,판도라티비,25
기타,오션스톤,25
기타,이엠티,25
기타,테크엔,25
기타,대주이엔티,25
기타,KB,25
기타,삼성,25
기타,삼성,25
기타,엄지하우스,25
기타,이앤에치,25
기타,대신,25
기타,파워풀엑스,25
기타,TRUE,25
기타,나라소프트,25
기타,럭스피아,25
기타,신한,25
기타,노브메타파마,25
기타,시큐센,25
기타,유니포인트,25
기타,QV,25
기타,신한,25
기타,TRUE,25
기타,삼성,25
기타,SOL,25
기타,큐엠씨,25
기타,에스케이씨에스,25
기타,삼성,25
기타,TRUE,25
기타,KB,25
기타,KBSTAR,25
기타,삼성,25
기타,TIGER,25
기타,미래에셋,25
기타,HANARO,25
기타,TRUE,25
기타,QV,25
기타,미래에셋,25
기타,TRUE,25
기타,KB,25
기타,KBSTAR,25
기타,신한,25
기타,비엘헬스케어,25
기타,미래에셋,25
기타,빅텐츠,25
기타,나눔테크,25
기타,하나,25
기타,TIGER,25
기타,삼성,25
기타,신한,25
기타,TIGER,25
기타,KODEX,25
기타,안지오랩,25
기타,TRUE,25
기타,ARIRANG,25
기타,하나,25
기타,KBSTAR,25
기타,TIGER,25
기타,ARIRANG,25
기타,KOSEF,25
기타,TRUE,25
기타,메리츠,25
기타,QV,25
기타,신한,25
기타,KODEX,25
기타,KBSTAR,25
기타,미래에셋,25
기타,삼성,25
기타,TRUE,25
기타,TRUE,25
기타,KINDEX,25
기타,신한,25
기타,KB,25
기타,하나,25
기타,KOSEF,25
기타,KODEX,25
기타,TRUE,25
기타,SOL,25
기타,KBSTAR,25
기타,KB,25
기타,대동고려삼,25
기타,청광건설,25
기타,TIGER,25
기타,대신,25
기타,메리츠,25
기타,SOL,25
기타,대신,25
기타,메리츠,25
기타,신한,25
기타,KODEX,25
기타,KB,25
기타,KODEX,25
기타,HANARO,25
기타,TRUE,25
기타,삼성,25
기타,메디쎄이,25
기타,삼성,25
기타,메리츠,25
기타,미래에셋,25
기타,KODEX,25
기타,대신,25
기타,TRUE,25
기타,휴벡셀,25
기타,미래에셋,25
기타,KINDEX,25
기타,신한,25
기타,KB,25
기타,대신,25
기타,KODEX,25
기타,TIGER,25
기타,에스엘에스바이오,25
기타,신한,25
기타,메리츠,25
기타,신한,25
기타,파마리서치바이오,25
기타,QV,25
기타,KODEX,25
기타,미래에셋,25
기타,TIGER,25
기타,원포유,25
기타,KODEX,25
기타,KINDEX,25
기타,TRUE,25
기타,무진메디,25
기타,삼성,25
기타,바스칸바이오제약,25
기타,삼성,25
기타,TRUE,25
기타,하나,25
기타,KOSEF,25
기타,메리츠,25
기타,KOSEF,25
기타,메리츠,25
기타,HANARO,25
기타,HLB사이언스,25
기타,KBSTAR,25
기타,KODEX,25
기타,신한,25
기타,TIGER,25
기타,KODEX,25
기타,KB,25
기타,신한,25
기타,TRUE,25
기타,KODEX,25
기타,TIGER,25
기타,KB,25
기타,TRUE,25
기타,TIGER,25
기타,KOSEF,25
기타,미래에셋,25
기타,삼성,25
기타,ARIRANG,25
기타,TIGER,25
기타,메리츠,25
기타,메디젠휴먼케어,25
기타,메리츠,25
기타,미래에셋,25
기타,KODEX,25
기타,신한,25
기타,대신,25
기타,미래에셋,25
기타,KBSTAR,25
기타,히어로즈,25
기타,삼성,25
기타,KBSTAR,25
기타,TIGER,25
기타,코나솔,25
기타,프로테옴텍,25
기타,QV,25
기타,TIGER,25
기타,메리츠,25
기타,신한,25
기타,ARIRANG,25
기타,TRUE,25
기타,KODEX,25
기타,삼성,25
기타,신한,25
기타,대신,25
기타,TRUE,25
기타,KB,25
기타,TRUE,25
기타,TIGER,25
기타,KODEX,25
기타,KBSTAR,25
기타,신한,25
기타,신한,25
기타,HANARO,25
기타,메리츠,25
기타,KINDEX,25
기타,KODEX,25
기타,삼성,25
기타,신한,25
기타,KODEX,25
기타,KINDEX,25
기타,TIGER,25
기타,TIGER,25
기타,TIGER,25
기타,TIGER,25
기타,TIGER,25
기타,신한,25
기타,ARIRANG,25
기타,HANARO,25
기타,TIGER,25
기타,KODEX,25
기타,TIGER,25
기타,KOSEF,25
기타,ARIRANG,25
기타,엘리비젼,25
기타,미래에셋,25
기타,QV,25
기타,SOL,25
기타,KODEX,25
기타,KOSEF,25
기타,ARIRANG,25
기타,히어로즈,25
기타,미래에셋,25
기타,KODEX,25
기타,키움,25
기타,KINDEX,25
기타,메리츠,25
기타,메리츠,25
기타,TIGER,25
기타,신한,25
기타,KBSTAR,25
기타,KINDEX,25
기타,메리츠,25
기타,삼성,25
기타,KODEX,25
기타,KINDEX,25
기타,KBSTAR,25
기타,KBSTAR,25
기타,KINDEX,25
기타,KBSTAR,25
기타,KINDEX,25
기타,KINDEX,25
기타,메리츠,25
기타,엔지브이아이,25
기타,KODEX,25
기타,대신,25
기타,TIGER,25
기타,KINDEX,25
기타,TRUE,25
기타,메리츠,25
기타,신한,25
기타,신한,25
기타,신한,25
기타,삼성,25
기타,크로넥스,25
기타,히어로즈,25
기타,TIGER,25
기타,KODEX,25
기타,미래에셋,25
기타,KB,25
기타,KODEX,25
기타,TRUE,25
기타,KB,25
