Symbol,Market,Name
580017,KOSPI,KB 인버스 2X S&P 500 선물 ETN
580033,KOSPI,KB 인버스 2X 구리 선물 ETN(H)
580023,KOSPI,KB 인버스 2X 금 선물 ETN(H)
580014,KOSPI,KB 인버스 2X 나스닥 100 ETN
580027,KOSPI,KB 인버스 2X 은 선물 ETN(H)
580019,KOSPI,KB 인버스 2X 항셍테크 선물 ETN
580031,KOSPI,KB 인버스 KOSDAQ150 선물 ETN
580029,KOSPI,KB 인버스 KOSPI 200 선물 ETN
580021,KOSPI,KB 인버스 천연가스 선물 ETN
580020,KOSPI,KB 천연가스 선물 ETN(H)
318000,KOSDAQ,KBG
58GQ44,KOSPI,KBGQ44기아콜
58GQ45,KOSPI,KBGQ45신한지주콜
58GT04,KOSPI,KBGT04삼성전자콜
58GT05,KOSPI,KBGT05삼성전자콜
58GW14,KOSPI,KBGW14삼성SDI콜
58GW15,KOSPI,KBGW15삼성전자콜
58GW16,KOSPI,KBGW16삼성전자풋
58GW17,KOSPI,KBGW17카카뱅크콜
58GW18,KOSPI,KBGW18포스코케콜
58GW19,KOSPI,KBGW19모비스콜
58GW20,KOSPI,KBGW20현대차콜
58GW21,KOSPI,KBGW21삼성전자콜
58GW22,KOSPI,KBGW22삼성전자콜
58GW23,KOSPI,KBGW23삼성전자콜
58GW24,KOSPI,KBGW24삼성전자콜
58GW25,KOSPI,KBGW25삼성전자콜
58GW26,KOSPI,KBGW26삼성전자풋
58GW27,KOSPI,KBGW27신한지주콜
58GW29,KOSPI,KBGW29삼성전자콜
58GW30,KOSPI,KBGW30삼성전자콜
58GW31,KOSPI,KBGW31삼성전자콜
58GW32,KOSPI,KBGW32삼성전자콜
58GW33,KOSPI,KBGW33삼성전자풋
58H149,KOSPI,KBH149엘지전자콜
58H150,KOSPI,KBH150네이버콜
58H153,KOSPI,KBH153SK하이닉콜
58H155,KOSPI,KBH155삼성SDI콜
58H156,KOSPI,KBH156삼성전자콜
58H157,KOSPI,KBH157삼성전자풋
58H161,KOSPI,KBH161카카오콜
58H163,KOSPI,KBH163카카뱅크콜
58H166,KOSPI,KBH166LG이노텍콜
58H167,KOSPI,KBH167SK하이닉콜
58H168,KOSPI,KBH168삼성전자콜
58H169,KOSPI,KBH169삼성전자콜
58H172,KOSPI,KBH172카카오콜
58H173,KOSPI,KBH173카카오콜
58H174,KOSPI,KBH174현대차콜
58H175,KOSPI,KBH175삼성전자콜
58H176,KOSPI,KBH176삼성전자풋
58H177,KOSPI,KBH177삼성전자콜
58H178,KOSPI,KBH178삼성전자콜
58H179,KOSPI,KBH179삼성전자콜
58H180,KOSPI,KBH180삼성전자콜
58H235,KOSPI,KBH235KOSPI200콜
58H236,KOSPI,KBH236KOSPI200콜
58H237,KOSPI,KBH237KOSPI200콜
58H238,KOSPI,KBH238KOSPI200콜
58H239,KOSPI,KBH239KOSPI200콜
58H240,KOSPI,KBH240KOSPI200콜
58H241,KOSPI,KBH241KOSPI200콜
58H242,KOSPI,KBH242KOSPI200콜
58H243,KOSPI,KBH243KOSPI200콜
58H244,KOSPI,KBH244KOSPI200콜
58H393,KOSPI,KBH393엘지디스콜
58H394,KOSPI,KBH394엘지디스콜
58H395,KOSPI,KBH395엘지디스풋
58H396,KOSPI,KBH396네이버콜
58H397,KOSPI,KBH397네이버콜
58H398,KOSPI,KBH398네이버풋
58H399,KOSPI,KBH399POSCO홀콜
58H400,KOSPI,KBH400SK바이오콜
58H401,KOSPI,KBH401SK하이닉콜
58H402,KOSPI,KBH402금호석유콜
58H403,KOSPI,KBH403기아콜
58H406,KOSPI,KBH406삼성물산콜
58H408,KOSPI,KBH408삼성전기콜
58H409,KOSPI,KBH409삼성전자콜
58H410,KOSPI,KBH410삼성전자콜
58H411,KOSPI,KBH411삼성전자콜
58H412,KOSPI,KBH412셀트리온콜
58H413,KOSPI,KBH413셀트리온콜
58H414,KOSPI,KBH414셀트리온풋
58H416,KOSPI,KBH416셀트제약콜
58H418,KOSPI,KBH418셀트헬스풋
58H419,KOSPI,KBH419아모레콜
58H420,KOSPI,KBH420NC소프트콜
58H421,KOSPI,KBH421NC소프트풋
58H422,KOSPI,KBH422카카오콜
58H423,KOSPI,KBH423카카오풋
58H424,KOSPI,KBH424카카뱅크콜
58H425,KOSPI,KBH425크래프톤콜
58H426,KOSPI,KBH426포스코케콜
58H427,KOSPI,KBH427하나금융콜
58H428,KOSPI,KBH428하이브콜
58H429,KOSPI,KBH429한화솔루콜
58H430,KOSPI,KBH430한화솔루콜
58H431,KOSPI,KBH431모비스콜
58H432,KOSPI,KBH432현대차콜
58H433,KOSPI,KBH433엘지디스콜
58H434,KOSPI,KBH434엘지전자콜
58H435,KOSPI,KBH435네이버콜
58H436,KOSPI,KBH436SK하이닉콜
58H437,KOSPI,KBH437기아콜
58H438,KOSPI,KBH438삼성SDI콜
58H439,KOSPI,KBH439삼성전자콜
58H440,KOSPI,KBH440삼성전자콜
58H441,KOSPI,KBH441삼성전자풋
58H442,KOSPI,KBH442셀트리온콜
58H444,KOSPI,KBH444신한지주콜
58H446,KOSPI,KBH446카카오콜
58H447,KOSPI,KBH447카카오콜
58H448,KOSPI,KBH448하나금융콜
58H449,KOSPI,KBH449한화솔루콜
58H450,KOSPI,KBH450한화솔루풋
58H451,KOSPI,KBH451엘지디스콜
58H452,KOSPI,KBH452네이버콜
58H453,KOSPI,KBH453SK하이닉콜
58H454,KOSPI,KBH454기아콜
58H455,KOSPI,KBH455삼성전자콜
58H456,KOSPI,KBH456삼성전자콜
58H457,KOSPI,KBH457셀트리온콜
58H458,KOSPI,KBH458셀트리온풋
58H459,KOSPI,KBH459카카오콜
58H460,KOSPI,KBH460카카오콜
58H461,KOSPI,KBH461카카오풋
58H462,KOSPI,KBH462SK하이닉콜
58H463,KOSPI,KBH463SK하이닉풋
58H464,KOSPI,KBH464삼성전자콜
58H465,KOSPI,KBH465삼성전자콜
58H466,KOSPI,KBH466셀트리온콜
58H467,KOSPI,KBH467셀트리온콜
58H468,KOSPI,KBH468카카오콜
58H469,KOSPI,KBH469카카오콜
58H470,KOSPI,KBH470삼성전자콜
58H471,KOSPI,KBH471삼성전자풋
58H473,KOSPI,KBH473셀트리온풋
58H627,KOSPI,KBH627DB하이텍콜
58H628,KOSPI,KBH628현대상선콜
58H629,KOSPI,KBH629케이티지콜
58H630,KOSPI,KBH630LG콜
58H631,KOSPI,KBH631엘지디스콜
58H632,KOSPI,KBH632LG생건콜
58H633,KOSPI,KBH633LG이노텍콜
58H634,KOSPI,KBH634LG화학콜
58H635,KOSPI,KBH635네이버콜
58H637,KOSPI,KBH637SK콜
58H638,KOSPI,KBH638SK바이오콜
58H639,KOSPI,KBH639SK스퀘어콜
58H640,KOSPI,KBH640SK아이이콜
58H641,KOSPI,KBH641SK이노콜
58H642,KOSPI,KBH642SK텔레콤콜
58H643,KOSPI,KBH643SK하이닉콜
58H644,KOSPI,KBH644고려아연콜
58H645,KOSPI,KBH645금호석유콜
58H646,KOSPI,KBH646기아콜
58H647,KOSPI,KBH647두산에너콜
58H648,KOSPI,KBH648두산퓨얼콜
58H649,KOSPI,KBH649삼성SDI콜
58H650,KOSPI,KBH650삼성SDI콜
58H651,KOSPI,KBH651삼성물산콜
58H652,KOSPI,KBH652삼성바이콜
58H653,KOSPI,KBH653삼성엔지콜
58H654,KOSPI,KBH654삼성전기콜
58H655,KOSPI,KBH655삼성전자콜
58H656,KOSPI,KBH656삼성전자콜
58H657,KOSPI,KBH657셀트리온콜
58H658,KOSPI,KBH658셀트제약콜
58H659,KOSPI,KBH659셀트헬스콜
58H660,KOSPI,KBH660신한지주콜
58H661,KOSPI,KBH661아모레콜
58H662,KOSPI,KBH662NC소프트콜
58H663,KOSPI,KBH663카카오콜
58H664,KOSPI,KBH664카카뱅크콜
58H665,KOSPI,KBH665카카페이콜
58H666,KOSPI,KBH666크래프톤콜
58H667,KOSPI,KBH667하나금융콜
58H668,KOSPI,KBH668하이브콜
58H669,KOSPI,KBH669한국전력콜
58H670,KOSPI,KBH670한화솔루콜
58H672,KOSPI,KBH672현대중공콜
58H673,KOSPI,KBH673현대차콜
58H674,KOSPI,KBH674호텔신라콜
58H675,KOSPI,KBH675LG이노텍콜
58H676,KOSPI,KBH676엘지전자콜
58H677,KOSPI,KBH677LG화학콜
58H679,KOSPI,KBH679SK바이오콜
58H680,KOSPI,KBH680SK스퀘어콜
58H682,KOSPI,KBH682SK하이닉콜
58H683,KOSPI,KBH683금호석유콜
58H684,KOSPI,KBH684기아콜
58H685,KOSPI,KBH685삼성SDI콜
58H686,KOSPI,KBH686삼성엔지콜
58H687,KOSPI,KBH687삼성전자풋
58H688,KOSPI,KBH688삼성전자콜
58H689,KOSPI,KBH689셀트리온콜
58H690,KOSPI,KBH690셀트제약콜
58H691,KOSPI,KBH691셀트헬스콜
58H692,KOSPI,KBH692신한지주콜
58H694,KOSPI,KBH694NC소프트콜
58H695,KOSPI,KBH695카카뱅크콜
58H696,KOSPI,KBH696크래프톤콜
58H697,KOSPI,KBH697포스코케콜
58H698,KOSPI,KBH698하나금융콜
58H699,KOSPI,KBH699하이브콜
58H700,KOSPI,KBH700한화솔루콜
58H701,KOSPI,KBH701모비스콜
58H702,KOSPI,KBH702현대차콜
58H703,KOSPI,KBH703엘지디스콜
58H704,KOSPI,KBH704POSCO홀콜
58H705,KOSPI,KBH705기아콜
58H706,KOSPI,KBH706삼성SDI콜
58H707,KOSPI,KBH707셀트리온콜
58H708,KOSPI,KBH708신한지주콜
58H709,KOSPI,KBH709카카오콜
58H710,KOSPI,KBH710하나금융콜
58H711,KOSPI,KBH711현대차콜
58H712,KOSPI,KBH712네이버콜
58H713,KOSPI,KBH713삼성바이콜
58H714,KOSPI,KBH714삼성전자콜
58H715,KOSPI,KBH715삼성전자풋
58H716,KOSPI,KBH716셀트리온콜
58H717,KOSPI,KBH717카카오콜
58H719,KOSPI,KBH719SK하이닉콜
58H720,KOSPI,KBH720삼성전자콜
58H756,KOSPI,KBH756KOSPI200콜
58H757,KOSPI,KBH757KOSPI200콜
58H758,KOSPI,KBH758KOSPI200콜
58H759,KOSPI,KBH759KOSPI200콜
58H760,KOSPI,KBH760KOSPI200콜
58H761,KOSPI,KBH761KOSPI200콜
58H762,KOSPI,KBH762KOSPI200콜
58H763,KOSPI,KBH763KOSPI200콜
58H764,KOSPI,KBH764KOSPI200콜
58H765,KOSPI,KBH765KOSPI200콜
58H766,KOSPI,KBH766KOSPI200콜
58H767,KOSPI,KBH767KOSPI200콜
58H768,KOSPI,KBH768KOSPI200콜
58H769,KOSPI,KBH769KOSPI200풋
58H770,KOSPI,KBH770KOSPI200풋
58H771,KOSPI,KBH771KOSPI200풋
58H772,KOSPI,KBH772KOSPI200풋
58H773,KOSPI,KBH773KOSPI200풋
58H774,KOSPI,KBH774KOSPI200풋
58H775,KOSPI,KBH775KOSPI200풋
58H776,KOSPI,KBH776KOSPI200풋
58H777,KOSPI,KBH777KOSPI200풋
58H778,KOSPI,KBH778KOSPI200풋
58H779,KOSPI,KBH779KOSPI200풋
58H780,KOSPI,KBH780KOSPI200풋
58H781,KOSPI,KBH781KOSPI200풋
58H782,KOSPI,KBH782KOSPI200풋
58H783,KOSPI,KBH783KOSPI200풋
58H784,KOSPI,KBH784KOSPI200풋
58H785,KOSPI,KBH785KOSPI200풋
58H786,KOSPI,KBH786KOSPI200풋
58H787,KOSPI,KBH787KOSPI200풋
58H788,KOSPI,KBH788KOSPI200풋
58H789,KOSPI,KBH789DB하이텍콜
58H791,KOSPI,KBH791현대상선콜
58H792,KOSPI,KBH792현대상선콜
58H793,KOSPI,KBH793엘지디스콜
58H794,KOSPI,KBH794엘지디스풋
58H795,KOSPI,KBH795LG생건콜
58H796,KOSPI,KBH796LG생건풋
58H797,KOSPI,KBH797LG에너지콜
58H798,KOSPI,KBH798LG에너지콜
58H799,KOSPI,KBH799LG에너지콜
58H800,KOSPI,KBH800LG에너지풋
58H801,KOSPI,KBH801LG이노텍콜
58H802,KOSPI,KBH802LG이노텍콜
58H803,KOSPI,KBH803LG이노텍풋
58H804,KOSPI,KBH804엘지전자콜
58H805,KOSPI,KBH805엘지전자콜
58H806,KOSPI,KBH806엘지전자풋
58H807,KOSPI,KBH807LG화학콜
58H808,KOSPI,KBH808LG화학콜
58H809,KOSPI,KBH809LG화학풋
58H810,KOSPI,KBH810네이버콜
58H811,KOSPI,KBH811네이버풋
58H812,KOSPI,KBH812네이버콜
58H813,KOSPI,KBH813POSCO홀콜
58H814,KOSPI,KBH814POSCO홀콜
58H815,KOSPI,KBH815POSCO홀풋
58H816,KOSPI,KBH816SK콜
58H817,KOSPI,KBH817SK콜
58H818,KOSPI,KBH818SK풋
58H819,KOSPI,KBH819SK바이오콜
58H820,KOSPI,KBH820SK스퀘어콜
58H821,KOSPI,KBH821SK아이이콜
58H822,KOSPI,KBH822SK이노콜
58H823,KOSPI,KBH823SK이노풋
58H824,KOSPI,KBH824SK텔레콤콜
58H825,KOSPI,KBH825SK텔레콤콜
58H826,KOSPI,KBH826SK텔레콤풋
58H827,KOSPI,KBH827SK하이닉콜
58H828,KOSPI,KBH828SK하이닉콜
58H829,KOSPI,KBH829SK하이닉풋
58H830,KOSPI,KBH830S-OIL콜
58H831,KOSPI,KBH831S-OIL콜
58H832,KOSPI,KBH832S-OIL풋
58H833,KOSPI,KBH833기아콜
58H834,KOSPI,KBH834기아콜
58H835,KOSPI,KBH835기아풋
58H836,KOSPI,KBH836두산에너콜
58H837,KOSPI,KBH837두산에너풋
58H839,KOSPI,KBH839삼성SDI콜
58H840,KOSPI,KBH840삼성SDI풋
58H841,KOSPI,KBH841삼성바이콜
58H842,KOSPI,KBH842삼성바이콜
58H843,KOSPI,KBH843삼성바이풋
58H844,KOSPI,KBH844삼성엔지콜
58H846,KOSPI,KBH846삼성전기콜
58H847,KOSPI,KBH847삼성전기풋
58H848,KOSPI,KBH848삼성전자콜
58H849,KOSPI,KBH849삼성전자콜
58H850,KOSPI,KBH850삼성전자콜
58H851,KOSPI,KBH851삼성전자콜
58H852,KOSPI,KBH852삼성전자풋
58H853,KOSPI,KBH853셀트리온콜
58H854,KOSPI,KBH854셀트리온콜
58H855,KOSPI,KBH855셀트리온풋
58H856,KOSPI,KBH856셀트제약콜
58H857,KOSPI,KBH857셀트헬스콜
58H858,KOSPI,KBH858셀트헬스풋
58H859,KOSPI,KBH859신한지주콜
58H860,KOSPI,KBH860신한지주콜
58H861,KOSPI,KBH861신한지주풋
58H863,KOSPI,KBH863아모레풋
58H864,KOSPI,KBH864NC소프트콜
58H866,KOSPI,KBH866NC소프트풋
58H867,KOSPI,KBH867우리금융콜
58H868,KOSPI,KBH868우리금융콜
58H869,KOSPI,KBH869우리금융풋
58H870,KOSPI,KBH870카카오콜
58H871,KOSPI,KBH871카카오풋
58H872,KOSPI,KBH872카카오게콜
58H873,KOSPI,KBH873카카뱅크콜
58H874,KOSPI,KBH874카카페이콜
58H875,KOSPI,KBH875크래프톤콜
58H876,KOSPI,KBH876포스코케콜
58H877,KOSPI,KBH877하나금융콜
58H878,KOSPI,KBH878하나금융콜
58H879,KOSPI,KBH879하나금융풋
58H880,KOSPI,KBH880하이브콜
58H881,KOSPI,KBH881하이브콜
58H882,KOSPI,KBH882한국전력콜
58H883,KOSPI,KBH883한국전력풋
58H884,KOSPI,KBH884한전기술콜
58H885,KOSPI,KBH885한전기술콜
58H886,KOSPI,KBH886한화솔루콜
58H887,KOSPI,KBH887한화솔루콜
58H888,KOSPI,KBH888한화솔루풋
58H889,KOSPI,KBH889현대건설콜
58H890,KOSPI,KBH890현대건설콜
58H891,KOSPI,KBH891현대건설풋
58H892,KOSPI,KBH892모비스콜
58H893,KOSPI,KBH893모비스풋
58H894,KOSPI,KBH894모비스콜
58H895,KOSPI,KBH895현대차콜
58H896,KOSPI,KBH896현대차풋
58H897,KOSPI,KBH897현대차콜
58H898,KOSPI,KBH898호텔신라콜
58H899,KOSPI,KBH899호텔신라콜
58H900,KOSPI,KBH900호텔신라풋
58H901,KOSPI,KBH901DB하이텍콜
58H902,KOSPI,KBH902DB하이텍풋
58H903,KOSPI,KBH903현대상선콜
58H904,KOSPI,KBH904LG생건콜
58H905,KOSPI,KBH905LG에너지콜
58H906,KOSPI,KBH906LG이노텍콜
58H907,KOSPI,KBH907엘지전자콜
58H908,KOSPI,KBH908LG화학콜
58H909,KOSPI,KBH909네이버콜
58H910,KOSPI,KBH910POSCO홀콜
58H911,KOSPI,KBH911SK콜
58H912,KOSPI,KBH912SK스퀘어콜
58H913,KOSPI,KBH913SK아이이콜
58H914,KOSPI,KBH914SK이노콜
58H915,KOSPI,KBH915SK텔레콤콜
58H917,KOSPI,KBH917S-OIL콜
58H918,KOSPI,KBH918기아콜
58H919,KOSPI,KBH919삼성SDI콜
58H920,KOSPI,KBH920삼성바이콜
58H921,KOSPI,KBH921삼성엔지콜
58H922,KOSPI,KBH922삼성전기콜
58H923,KOSPI,KBH923삼성전자콜
58H924,KOSPI,KBH924삼성전자콜
58H925,KOSPI,KBH925삼성전자풋
58H927,KOSPI,KBH927셀트제약콜
58H928,KOSPI,KBH928셀트헬스콜
58H929,KOSPI,KBH929신한지주콜
58H931,KOSPI,KBH931NC소프트콜
58H932,KOSPI,KBH932우리금융콜
58H933,KOSPI,KBH933카카오콜
58H934,KOSPI,KBH934카카오게콜
58H935,KOSPI,KBH935카카뱅크콜
58H936,KOSPI,KBH936카카페이콜
58H937,KOSPI,KBH937크래프톤콜
58H938,KOSPI,KBH938하나금융콜
58H939,KOSPI,KBH939하이브콜
58H940,KOSPI,KBH940한국전력콜
58H941,KOSPI,KBH941한전기술콜
58H942,KOSPI,KBH942현대건설콜
58H943,KOSPI,KBH943모비스콜
